Cus.ID,Date,Cus. Location,Age,Gender,Mobile Name,Sell Price,Does he/she Come from Facebook Page?,Does he/she Followed Our Page?,Did he/she buy any mobile before?,Did he/she hear of our shop before?
4500,25-10-2024,Rangamati Sadar,20,M,Vivo T3x 5G 8/128,21012.0,Yes,No,Yes,No
4501,25-10-2024,Inside Rangamati,19,M,Note 11S 6/128,17877.0,No,No,No,No
4502,25-10-2024,Outside Rangamati,45,F,Redmi Note 12 Pro 8/128,27361.0,No,Yes,Yes,No
4503,25-10-2024,Outside Rangamati,27,M,Galaxy A55 5G 8/128,20559.0,Yes,Yes,No,Yes
4504,25-10-2024,Outside Rangamati,29,F,Pixel 7a 8/128,44313.0,No,Yes,No,Yes
4505,25-10-2024,Rangamati Sadar,45,F,Pixel 8 Pro 12/256,21947.0,No,No,No,Yes
4506,25-10-2024,Rangamati Sadar,44,F,Pixel 7a 8/128,44712.0,No,Yes,Yes,Yes
4507,25-10-2024,Inside Rangamati,34,F,Pixel 8 Pro 12/256,21905.0,No,No,No,Yes
4508,25-10-2024,Outside Rangamati,48,F,Galaxy M35 5G 8/128,21682.0,No,No,Yes,Yes
4509,25-10-2024,Outside Rangamati,24,F,iQOO Neo 9 Pro 5G 12/256,26765.0,Yes,No,No,Yes
4510,26-10-2024,Rangamati Sadar,40,F,Pixel 8 Pro 12/256,14659.0,No,No,No,No
4511,26-10-2024,Rangamati Sadar,37,M,Note 14 Pro 5G 8/256,20004.0,Yes,No,No,Yes
4512,26-10-2024,Rangamati Sadar,33,F,Galaxy M35 5G 8/128,25854.0,No,Yes,No,Yes
4513,26-10-2024,Outside Rangamati,22,F,iPhone 16 Pro Max 1TB,19548.0,No,Yes,No,Yes
4514,26-10-2024,Rangamati Sadar,23,M,Galaxy S24 Ultra 12/256,13620.0,No,Yes,No,Yes
4515,26-10-2024,Outside Rangamati,22,F,Vivo T3x 5G 8/128,25664.0,No,Yes,No,Yes
4516,26-10-2024,Inside Rangamati,43,F,Vivo Y200 5G 6/128,26404.0,No,No,No,No
4517,26-10-2024,Rangamati Sadar,25,M,Pixel 8 Pro 12/256,38073.0,No,No,No,No
4518,26-10-2024,Rangamati Sadar,19,F,Pixel 8 Pro 12/256,14778.0,No,Yes,No,No
4519,26-10-2024,Outside Rangamati,37,F,Galaxy S24 Ultra 12/256,38773.0,No,Yes,Yes,Yes
4520,26-10-2024,Outside Rangamati,23,F,Moto G85 5G 8/128,22921.0,No,Yes,Yes,No
4521,26-10-2024,Rangamati Sadar,41,M,Note 14 Pro 5G 8/256,22693.0,No,No,No,Yes
4522,26-10-2024,Outside Rangamati,19,M,Note 14 Pro 5G 8/256,36981.0,Yes,Yes,No,Yes
4523,26-10-2024,Inside Rangamati,41,F,iPhone 16 Pro 256GB,22295.0,Yes,No,Yes,No
4524,26-10-2024,Rangamati Sadar,37,F,Note 14 Pro 5G 8/256,19192.0,Yes,No,No,No
4525,26-10-2024,Inside Rangamati,34,M,Redmi Note 12 Pro 8/128,27184.0,No,No,No,No
4526,26-10-2024,Outside Rangamati,19,M,iQOO Z7 5G 6/128,20333.0,No,Yes,Yes,Yes
4527,26-10-2024,Inside Rangamati,44,M,iPhone 16 Pro 256GB,37041.0,No,Yes,No,Yes
4528,26-10-2024,Inside Rangamati,27,F,R-70 Turbo 5G 6/128,13551.0,No,No,No,Yes
4529,26-10-2024,Inside Rangamati,35,F,R-70 Turbo 5G 6/128,16273.0,Yes,Yes,No,No
4530,26-10-2024,Outside Rangamati,43,F,Note 14 Pro 5G 8/256,18577.0,No,No,No,No
4531,26-10-2024,Inside Rangamati,44,M,Galaxy M35 5G 8/128,26664.0,No,Yes,No,Yes
4532,27-10-2024,Outside Rangamati,48,F,Pixel 7a 8/128,22437.0,Yes,Yes,No,Yes
4533,27-10-2024,Outside Rangamati,30,M,R-70 Turbo 5G 6/128,24324.0,Yes,Yes,Yes,Yes
4534,27-10-2024,Rangamati Sadar,24,M,Narzo N53 4/64,20980.0,No,No,Yes,No
4535,27-10-2024,Outside Rangamati,25,M,Galaxy A55 5G 8/128,22496.0,No,No,No,Yes
4536,27-10-2024,Rangamati Sadar,49,F,Narzo N53 4/64,13242.0,Yes,Yes,No,No
4537,27-10-2024,Inside Rangamati,38,M,Moto G85 5G 8/128,13721.0,No,Yes,No,Yes
4538,27-10-2024,Rangamati Sadar,23,F,Moto G85 5G 8/128,26841.0,No,Yes,No,No
4539,27-10-2024,Rangamati Sadar,30,F,Pixel 8 Pro 12/256,31966.0,Yes,No,No,Yes
4540,27-10-2024,Outside Rangamati,26,F,iQOO Z7 5G 6/128,20988.0,No,Yes,No,Yes
4541,27-10-2024,Outside Rangamati,24,F,iPhone 16 Pro 256GB,25478.0,No,Yes,No,Yes
4542,27-10-2024,Inside Rangamati,20,M,R-70 Turbo 5G 6/128,22996.0,Yes,Yes,No,Yes
4543,27-10-2024,Rangamati Sadar,23,F,Moto G85 5G 8/128,26265.0,No,Yes,No,No
4544,27-10-2024,Rangamati Sadar,25,M,iPhone 16 Pro Max 1TB,18775.0,No,Yes,No,Yes
4545,27-10-2024,Outside Rangamati,47,F,iQOO Z7 5G 6/128,19892.0,No,No,No,No
4546,27-10-2024,Outside Rangamati,39,F,Redmi Note 12 Pro 8/128,21057.0,No,No,Yes,No
4547,27-10-2024,Rangamati Sadar,49,F,Moto G85 5G 8/128,16465.0,Yes,Yes,No,Yes
4548,27-10-2024,Outside Rangamati,40,F,Moto G85 5G 8/128,26201.0,Yes,No,No,Yes
4549,27-10-2024,Rangamati Sadar,38,M,Galaxy M35 5G 8/128,26499.0,No,No,No,Yes
4550,27-10-2024,Outside Rangamati,18,F,iPhone 16 Pro 256GB,141304.0,Yes,No,No,Yes
4551,27-10-2024,Inside Rangamati,28,F,Redmi Note 12 Pro 8/128,18724.0,Yes,No,No,No
4552,27-10-2024,Inside Rangamati,28,F,iPhone 16 Pro Max 1TB,51844.0,No,No,No,Yes
4553,27-10-2024,Rangamati Sadar,37,F,Pixel 8 Pro 12/256,19147.0,Yes,No,Yes,No
4554,27-10-2024,Rangamati Sadar,46,M,Galaxy S24 Ultra 12/256,26463.0,No,Yes,No,Yes
4555,27-10-2024,Inside Rangamati,47,M,R-70 Turbo 5G 6/128,24471.0,No,No,No,Yes
4556,27-10-2024,Inside Rangamati,42,F,iQOO Neo 9 Pro 5G 12/256,21271.0,No,No,No,Yes
4557,27-10-2024,Rangamati Sadar,40,M,Note 11S 6/128,21682.0,Yes,Yes,No,Yes
4558,27-10-2024,Rangamati Sadar,20,M,Galaxy S24 Ultra 12/256,24122.0,Yes,No,No,Yes
4559,27-10-2024,Rangamati Sadar,43,F,R-70 Turbo 5G 6/128,19921.0,Yes,No,No,Yes
4560,27-10-2024,Outside Rangamati,22,M,Galaxy M35 5G 8/128,21815.0,No,No,No,No
4561,27-10-2024,Inside Rangamati,43,F,Galaxy M35 5G 8/128,15204.0,Yes,No,No,Yes
4562,27-10-2024,Inside Rangamati,23,F,Moto G85 5G 8/128,26886.0,No,Yes,No,No
4563,27-10-2024,Outside Rangamati,50,M,Galaxy A55 5G 8/128,19617.0,Yes,Yes,Yes,Yes
4564,27-10-2024,Rangamati Sadar,27,F,Galaxy S24 Ultra 12/256,13473.0,Yes,No,No,Yes
4565,27-10-2024,Inside Rangamati,23,F,Narzo N53 4/64,16242.0,Yes,No,No,Yes
4566,27-10-2024,Inside Rangamati,50,F,Narzo N53 4/64,25583.0,No,No,No,Yes
4567,27-10-2024,Rangamati Sadar,44,M,Redmi Note 12 Pro 8/128,14168.0,No,No,No,No
4568,27-10-2024,Outside Rangamati,22,F,iPhone 16 Pro 256GB,14861.0,No,No,No,Yes
4569,27-10-2024,Rangamati Sadar,50,F,iPhone 16 Pro 256GB,15840.0,No,No,No,No
4570,27-10-2024,Outside Rangamati,22,F,iPhone 16 Pro Max 1TB,13919.0,Yes,No,No,Yes
4571,28-10-2024,Rangamati Sadar,22,M,R-70 Turbo 5G 6/128,24008.0,Yes,Yes,No,No
4572,28-10-2024,Outside Rangamati,40,F,Galaxy M35 5G 8/128,21329.0,No,Yes,No,No
4573,28-10-2024,Inside Rangamati,30,F,Note 14 Pro 5G 8/256,21682.0,No,No,No,Yes
4574,28-10-2024,Inside Rangamati,37,F,Pixel 8 Pro 12/256,15164.0,No,Yes,No,Yes
4575,28-10-2024,Inside Rangamati,48,M,iPhone 16 Pro 256GB,22239.0,No,No,Yes,Yes
4576,28-10-2024,Inside Rangamati,49,F,iPhone 16 Pro Max 1TB,22812.0,No,No,No,No
4577,28-10-2024,Outside Rangamati,40,F,Narzo N53 4/64,13013.0,Yes,No,Yes,Yes
4578,28-10-2024,Outside Rangamati,37,F,Galaxy M35 5G 8/128,17702.0,No,No,No,Yes
4579,28-10-2024,Rangamati Sadar,47,M,iPhone 16 Pro Max 1TB,200184.0,No,No,No,Yes
4580,28-10-2024,Inside Rangamati,21,F,Galaxy S24 Ultra 12/256,21682.0,Yes,No,No,Yes
4581,28-10-2024,Inside Rangamati,32,M,Note 11S 6/128,18554.0,No,Yes,No,No
4582,28-10-2024,Inside Rangamati,24,M,Note 14 Pro 5G 8/256,19496.0,Yes,No,Yes,No
4583,28-10-2024,Outside Rangamati,21,M,Redmi Note 12 Pro 8/128,27196.0,No,No,No,No
4584,28-10-2024,Rangamati Sadar,39,M,Galaxy A55 5G 8/128,39900.0,No,Yes,Yes,No
4585,28-10-2024,Rangamati Sadar,48,M,Vivo T3x 5G 8/128,25987.0,Yes,No,No,Yes
4586,28-10-2024,Rangamati Sadar,27,M,Vivo T3x 5G 8/128,24465.0,Yes,No,No,Yes
4587,28-10-2024,Inside Rangamati,25,F,Narzo N53 4/64,13646.0,No,No,No,Yes
4588,28-10-2024,Inside Rangamati,41,M,Pixel 7a 8/128,44686.0,Yes,No,No,No
4589,28-10-2024,Rangamati Sadar,49,F,iPhone 16 Pro 256GB,33215.0,No,No,No,Yes
4590,28-10-2024,Outside Rangamati,24,M,Galaxy S24 Ultra 12/256,22955.0,No,No,No,No
4591,28-10-2024,Rangamati Sadar,28,F,Galaxy S24 Ultra 12/256,17150.0,No,No,No,Yes
4592,29-10-2024,Outside Rangamati,35,M,Pixel 8 Pro 12/256,19680.0,No,No,No,Yes
4593,29-10-2024,Outside Rangamati,23,F,iQOO Neo 9 Pro 5G 12/256,40247.0,No,No,No,Yes
4594,29-10-2024,Outside Rangamati,31,M,Moto G85 5G 8/128,22242.0,Yes,No,No,Yes
4595,29-10-2024,Inside Rangamati,45,M,Pixel 7a 8/128,25465.0,Yes,No,No,Yes
4596,29-10-2024,Outside Rangamati,42,M,iPhone 16 Pro Max 1TB,20842.0,Yes,No,Yes,Yes
4597,29-10-2024,Rangamati Sadar,36,M,Redmi Note 12 Pro 8/128,15324.0,No,Yes,Yes,Yes
4598,29-10-2024,Rangamati Sadar,38,F,Moto G85 5G 8/128,26603.0,No,No,No,Yes
4599,29-10-2024,Inside Rangamati,18,F,iPhone 16 Pro Max 1TB,25639.0,No,Yes,No,No
4600,29-10-2024,Rangamati Sadar,46,M,Galaxy M35 5G 8/128,26231.0,Yes,Yes,No,No
4601,29-10-2024,Outside Rangamati,45,F,Narzo N53 4/64,25907.0,No,No,No,Yes
4602,29-10-2024,Outside Rangamati,24,M,Galaxy A55 5G 8/128,15179.0,No,No,No,Yes
4603,29-10-2024,Rangamati Sadar,27,F,Pixel 8 Pro 12/256,20129.0,No,Yes,Yes,Yes
4604,29-10-2024,Inside Rangamati,39,F,Vivo Y200 5G 6/128,16622.0,No,No,No,No
4605,29-10-2024,Rangamati Sadar,36,M,iQOO Z7 5G 6/128,20099.0,Yes,No,No,No
4606,29-10-2024,Inside Rangamati,42,M,Moto G85 5G 8/128,26091.0,No,Yes,No,Yes
4607,29-10-2024,Outside Rangamati,28,M,Note 11S 6/128,24516.0,Yes,No,No,Yes
4608,29-10-2024,Outside Rangamati,41,F,Pixel 7a 8/128,17147.0,Yes,Yes,Yes,Yes
4609,29-10-2024,Outside Rangamati,19,F,R-70 Turbo 5G 6/128,24479.0,No,No,No,Yes
4610,29-10-2024,Rangamati Sadar,29,M,Vivo T3x 5G 8/128,14599.0,Yes,Yes,No,No
4611,29-10-2024,Inside Rangamati,46,M,R-70 Turbo 5G 6/128,20846.0,Yes,Yes,Yes,Yes
4612,29-10-2024,Outside Rangamati,28,F,Galaxy M35 5G 8/128,26128.0,No,No,Yes,No
4613,29-10-2024,Inside Rangamati,23,F,Vivo T3x 5G 8/128,18994.0,No,No,No,Yes
4614,29-10-2024,Rangamati Sadar,31,M,Note 14 Pro 5G 8/256,14679.0,Yes,No,No,Yes
4615,29-10-2024,Outside Rangamati,45,M,Redmi Note 12 Pro 8/128,24615.0,No,Yes,No,Yes
4616,29-10-2024,Outside Rangamati,23,M,Pixel 8 Pro 12/256,44547.0,No,No,No,Yes
4617,29-10-2024,Outside Rangamati,20,M,Narzo N53 4/64,13378.0,Yes,No,Yes,Yes
4618,29-10-2024,Outside Rangamati,43,M,Pixel 8 Pro 12/256,13076.0,No,No,No,No
4619,29-10-2024,Rangamati Sadar,45,M,Galaxy S24 Ultra 12/256,20742.0,Yes,Yes,No,No
4620,29-10-2024,Rangamati Sadar,37,F,iQOO Z7 5G 6/128,20039.0,Yes,Yes,No,No
4621,29-10-2024,Rangamati Sadar,42,M,Redmi Note 12 Pro 8/128,21682.0,No,No,No,Yes
4622,29-10-2024,Rangamati Sadar,19,M,Redmi Note 12 Pro 8/128,27211.0,Yes,No,Yes,Yes
4623,29-10-2024,Rangamati Sadar,45,F,Redmi Note 12 Pro 8/128,22336.0,No,No,No,Yes
4624,29-10-2024,Rangamati Sadar,32,F,Pixel 8 Pro 12/256,21195.0,No,Yes,Yes,Yes
4625,29-10-2024,Rangamati Sadar,39,F,Vivo Y200 5G 6/128,23347.0,No,No,No,No
4626,29-10-2024,Inside Rangamati,25,M,Moto G85 5G 8/128,18270.0,No,No,No,No
4627,29-10-2024,Outside Rangamati,40,M,iPhone 16 Pro Max 1TB,16189.0,No,No,Yes,Yes
4628,29-10-2024,Inside Rangamati,19,F,Narzo N53 4/64,19638.0,No,Yes,No,No
4629,30-10-2024,Rangamati Sadar,42,F,Vivo Y200 5G 6/128,14343.0,No,No,No,No
4630,30-10-2024,Rangamati Sadar,41,F,Moto G85 5G 8/128,24157.0,Yes,Yes,Yes,Yes
4631,30-10-2024,Inside Rangamati,19,F,Vivo T3x 5G 8/128,25648.0,No,Yes,No,No
4632,30-10-2024,Inside Rangamati,37,M,iQOO Z7 5G 6/128,12723.0,Yes,Yes,No,Yes
4633,30-10-2024,Inside Rangamati,18,M,iQOO Neo 9 Pro 5G 12/256,18359.0,No,Yes,No,No
4634,30-10-2024,Rangamati Sadar,31,M,Note 14 Pro 5G 8/256,16373.0,No,Yes,No,No
4635,30-10-2024,Outside Rangamati,20,M,Moto G85 5G 8/128,14442.0,No,Yes,No,Yes
4636,30-10-2024,Rangamati Sadar,37,F,Galaxy S24 Ultra 12/256,41037.0,No,No,Yes,No
4637,30-10-2024,Inside Rangamati,34,M,iQOO Neo 9 Pro 5G 12/256,14262.0,No,No,No,No
4638,30-10-2024,Outside Rangamati,21,F,Galaxy S24 Ultra 12/256,21969.0,No,No,No,Yes
4639,30-10-2024,Outside Rangamati,23,M,iQOO Neo 9 Pro 5G 12/256,22514.0,No,Yes,No,No
4640,30-10-2024,Outside Rangamati,40,M,Galaxy S24 Ultra 12/256,17382.0,No,No,No,Yes
4641,30-10-2024,Outside Rangamati,28,F,Galaxy A55 5G 8/128,39506.0,No,No,No,No
4642,30-10-2024,Outside Rangamati,35,M,Galaxy A55 5G 8/128,39274.0,No,Yes,No,Yes
4643,30-10-2024,Outside Rangamati,38,F,Moto G85 5G 8/128,15725.0,No,No,Yes,Yes
4644,30-10-2024,Inside Rangamati,23,M,Galaxy S24 Ultra 12/256,24228.0,Yes,Yes,No,No
4645,30-10-2024,Rangamati Sadar,42,M,Narzo N53 4/64,24977.0,No,Yes,No,Yes
4646,30-10-2024,Outside Rangamati,33,M,Narzo N53 4/64,13351.0,Yes,No,No,Yes
4647,30-10-2024,Outside Rangamati,41,M,Pixel 7a 8/128,23603.0,No,Yes,No,Yes
4648,30-10-2024,Outside Rangamati,38,M,Pixel 8 Pro 12/256,111325.0,No,No,Yes,No
4649,30-10-2024,Outside Rangamati,49,M,Galaxy M35 5G 8/128,15303.0,Yes,No,No,No
4650,30-10-2024,Outside Rangamati,46,F,Moto G85 5G 8/128,19273.0,No,No,No,No
4651,30-10-2024,Outside Rangamati,27,F,iPhone 16 Pro Max 1TB,38553.0,No,No,No,Yes
4652,30-10-2024,Inside Rangamati,30,M,iQOO Z7 5G 6/128,20126.0,Yes,No,Yes,Yes
4653,30-10-2024,Inside Rangamati,30,M,Pixel 7a 8/128,22744.0,Yes,No,No,Yes
4654,30-10-2024,Outside Rangamati,49,F,Galaxy S24 Ultra 12/256,37404.0,No,No,No,Yes
4655,30-10-2024,Rangamati Sadar,50,M,iQOO Z7 5G 6/128,23814.0,No,No,No,No
4656,30-10-2024,Outside Rangamati,23,F,Galaxy M35 5G 8/128,26180.0,Yes,No,No,Yes
4657,30-10-2024,Inside Rangamati,19,M,Pixel 7a 8/128,18306.0,No,Yes,No,Yes
4658,30-10-2024,Outside Rangamati,30,F,Galaxy S24 Ultra 12/256,23068.0,No,Yes,No,No
4659,31-10-2024,Outside Rangamati,38,M,iQOO Neo 9 Pro 5G 12/256,40818.0,No,No,No,Yes
4660,31-10-2024,Outside Rangamati,24,M,Galaxy M35 5G 8/128,26659.0,No,Yes,No,Yes
4661,31-10-2024,Outside Rangamati,48,M,Pixel 7a 8/128,44945.0,No,Yes,Yes,No
4662,31-10-2024,Inside Rangamati,50,F,Galaxy A55 5G 8/128,39768.0,No,Yes,No,No
4663,31-10-2024,Rangamati Sadar,48,F,Galaxy A55 5G 8/128,25152.0,No,No,No,Yes
4664,31-10-2024,Outside Rangamati,23,F,Narzo N53 4/64,13941.0,No,No,Yes,Yes
4665,31-10-2024,Inside Rangamati,40,F,iPhone 16 Pro 256GB,25446.0,Yes,Yes,No,Yes
4666,31-10-2024,Inside Rangamati,42,F,Pixel 7a 8/128,19253.0,No,No,No,No
4667,31-10-2024,Outside Rangamati,21,M,iQOO Z7 5G 6/128,20450.0,No,Yes,Yes,Yes
4668,31-10-2024,Inside Rangamati,45,M,Galaxy S24 Ultra 12/256,17569.0,No,Yes,No,Yes
4669,31-10-2024,Rangamati Sadar,42,M,Narzo N53 4/64,22920.0,No,No,No,No
4670,31-10-2024,Inside Rangamati,48,M,Vivo Y200 5G 6/128,19424.0,No,No,No,Yes
4671,31-10-2024,Rangamati Sadar,49,F,iPhone 16 Pro Max 1TB,32554.0,No,No,Yes,Yes
4672,31-10-2024,Inside Rangamati,36,M,Note 11S 6/128,18642.0,No,No,Yes,Yes
4673,31-10-2024,Outside Rangamati,31,F,Redmi Note 12 Pro 8/128,17656.0,Yes,Yes,Yes,Yes
4674,31-10-2024,Rangamati Sadar,25,M,Galaxy A55 5G 8/128,39542.0,No,Yes,No,No
4675,31-10-2024,Rangamati Sadar,36,M,Galaxy A55 5G 8/128,23511.0,No,No,No,Yes
4676,31-10-2024,Outside Rangamati,18,M,iPhone 16 Pro 256GB,17375.0,No,No,Yes,No
4677,31-10-2024,Outside Rangamati,24,M,iQOO Neo 9 Pro 5G 12/256,25035.0,No,No,No,No
4678,31-10-2024,Outside Rangamati,39,F,Vivo T3x 5G 8/128,23108.0,No,Yes,No,Yes
4679,31-10-2024,Inside Rangamati,46,F,R-70 Turbo 5G 6/128,21333.0,No,No,No,Yes
4680,31-10-2024,Rangamati Sadar,46,F,Vivo T3x 5G 8/128,25400.0,Yes,No,No,Yes
4681,31-10-2024,Outside Rangamati,31,F,Narzo N53 4/64,16239.0,No,No,Yes,No
4682,31-10-2024,Rangamati Sadar,31,F,Galaxy S24 Ultra 12/256,25581.0,No,No,Yes,Yes
4683,31-10-2024,Inside Rangamati,35,M,Redmi Note 12 Pro 8/128,19010.0,No,Yes,No,No
4684,01-11-2024,Outside Rangamati,33,M,Vivo T3x 5G 8/128,25609.0,No,No,No,Yes
4685,01-11-2024,Inside Rangamati,41,M,Note 14 Pro 5G 8/256,15011.0,Yes,Yes,No,No
4686,01-11-2024,Rangamati Sadar,32,M,Note 14 Pro 5G 8/256,20526.0,No,No,No,No
4687,01-11-2024,Inside Rangamati,49,F,Redmi Note 12 Pro 8/128,27404.0,No,No,No,Yes
4688,01-11-2024,Outside Rangamati,41,M,iQOO Neo 9 Pro 5G 12/256,23317.0,Yes,Yes,No,No
4689,01-11-2024,Inside Rangamati,36,F,iQOO Neo 9 Pro 5G 12/256,25950.0,No,Yes,Yes,Yes
4690,01-11-2024,Inside Rangamati,26,M,R-70 Turbo 5G 6/128,24392.0,No,Yes,No,No
4691,01-11-2024,Rangamati Sadar,35,F,iQOO Z7 5G 6/128,14287.0,Yes,No,No,Yes
4692,01-11-2024,Rangamati Sadar,27,M,Note 11S 6/128,25221.0,Yes,Yes,Yes,Yes
4693,01-11-2024,Outside Rangamati,21,M,Moto G85 5G 8/128,25961.0,Yes,No,No,Yes
4694,01-11-2024,Inside Rangamati,41,M,R-70 Turbo 5G 6/128,15905.0,No,No,No,Yes
4695,01-11-2024,Inside Rangamati,41,M,Vivo Y200 5G 6/128,15742.0,No,Yes,No,No
4696,01-11-2024,Inside Rangamati,18,F,Note 11S 6/128,16769.0,No,Yes,No,Yes
4697,01-11-2024,Outside Rangamati,24,F,Pixel 8 Pro 12/256,15927.0,Yes,Yes,Yes,Yes
4698,01-11-2024,Inside Rangamati,29,M,Vivo Y200 5G 6/128,26434.0,No,No,No,No
4699,01-11-2024,Rangamati Sadar,48,M,R-70 Turbo 5G 6/128,24164.0,No,No,No,No
4700,01-11-2024,Outside Rangamati,45,F,Note 11S 6/128,21322.0,No,Yes,No,Yes
4701,01-11-2024,Rangamati Sadar,30,F,Note 14 Pro 5G 8/256,18446.0,Yes,No,No,Yes
4702,01-11-2024,Rangamati Sadar,40,F,Moto G85 5G 8/128,13822.0,No,No,No,Yes
4703,01-11-2024,Rangamati Sadar,21,F,Moto G85 5G 8/128,26354.0,Yes,Yes,Yes,No
4704,01-11-2024,Inside Rangamati,36,F,R-70 Turbo 5G 6/128,25555.0,No,Yes,No,No
4705,02-11-2024,Inside Rangamati,19,M,Pixel 8 Pro 12/256,21572.0,No,Yes,No,No
4706,02-11-2024,Inside Rangamati,45,M,iPhone 16 Pro 256GB,26726.0,No,Yes,No,Yes
4707,02-11-2024,Rangamati Sadar,36,F,iQOO Z7 5G 6/128,21542.0,No,No,No,Yes
4708,02-11-2024,Inside Rangamati,48,F,iPhone 16 Pro 256GB,35568.0,No,No,No,Yes
4709,02-11-2024,Inside Rangamati,49,M,iPhone 16 Pro Max 1TB,199505.0,No,No,Yes,No
4710,02-11-2024,Outside Rangamati,34,F,Note 11S 6/128,25962.0,No,No,No,Yes
4711,02-11-2024,Rangamati Sadar,19,F,Note 14 Pro 5G 8/256,36043.0,Yes,No,No,Yes
4712,02-11-2024,Outside Rangamati,20,M,Note 14 Pro 5G 8/256,36358.0,Yes,No,No,No
4713,02-11-2024,Rangamati Sadar,30,F,Galaxy A55 5G 8/128,20123.0,No,Yes,No,Yes
4714,02-11-2024,Rangamati Sadar,37,F,Galaxy M35 5G 8/128,17033.0,No,Yes,No,Yes
4715,02-11-2024,Rangamati Sadar,35,F,Galaxy M35 5G 8/128,17382.0,No,Yes,No,Yes
4716,02-11-2024,Outside Rangamati,33,M,Narzo N53 4/64,15437.0,No,No,No,Yes
4717,02-11-2024,Outside Rangamati,20,M,Galaxy A55 5G 8/128,18220.0,Yes,Yes,No,Yes
4718,02-11-2024,Inside Rangamati,22,M,Pixel 8 Pro 12/256,19515.0,Yes,No,No,No
4719,02-11-2024,Inside Rangamati,29,M,R-70 Turbo 5G 6/128,20179.0,No,No,Yes,Yes
4720,02-11-2024,Rangamati Sadar,43,F,Pixel 7a 8/128,18960.0,No,Yes,No,Yes
4721,02-11-2024,Inside Rangamati,41,M,Pixel 7a 8/128,24905.0,No,Yes,Yes,No
4722,02-11-2024,Inside Rangamati,19,F,Narzo N53 4/64,22605.0,Yes,No,No,Yes
4723,02-11-2024,Inside Rangamati,27,M,Note 14 Pro 5G 8/256,26247.0,No,Yes,Yes,No
4724,02-11-2024,Outside Rangamati,23,F,iPhone 16 Pro 256GB,14002.0,No,Yes,No,Yes
4725,02-11-2024,Outside Rangamati,38,F,Vivo T3x 5G 8/128,13201.0,No,No,Yes,Yes
4726,02-11-2024,Rangamati Sadar,39,F,iQOO Z7 5G 6/128,20209.0,Yes,No,Yes,No
4727,03-11-2024,Outside Rangamati,46,M,iPhone 16 Pro 256GB,20048.0,No,Yes,No,No
4728,03-11-2024,Outside Rangamati,45,F,iPhone 16 Pro 256GB,13591.0,No,No,No,No
4729,03-11-2024,Inside Rangamati,26,M,Redmi Note 12 Pro 8/128,27503.0,No,No,No,No
4730,03-11-2024,Outside Rangamati,22,F,Vivo T3x 5G 8/128,16167.0,Yes,No,No,Yes
4731,03-11-2024,Outside Rangamati,48,M,Vivo Y200 5G 6/128,23397.0,No,Yes,No,Yes
4732,03-11-2024,Inside Rangamati,35,F,iQOO Neo 9 Pro 5G 12/256,16480.0,Yes,Yes,No,Yes
4733,03-11-2024,Outside Rangamati,27,F,Galaxy M35 5G 8/128,26350.0,Yes,Yes,No,Yes
4734,03-11-2024,Inside Rangamati,39,M,Moto G85 5G 8/128,15393.0,No,Yes,No,No
4735,03-11-2024,Inside Rangamati,40,F,iPhone 16 Pro Max 1TB,27401.0,Yes,Yes,No,No
4736,03-11-2024,Inside Rangamati,43,M,Vivo T3x 5G 8/128,18449.0,No,Yes,No,Yes
4737,03-11-2024,Rangamati Sadar,33,M,iPhone 16 Pro 256GB,21743.0,No,Yes,No,No
4738,03-11-2024,Outside Rangamati,47,F,Narzo N53 4/64,17454.0,Yes,No,No,Yes
4739,03-11-2024,Rangamati Sadar,45,F,Moto G85 5G 8/128,26092.0,Yes,No,No,No
4740,03-11-2024,Inside Rangamati,45,M,iPhone 16 Pro 256GB,23359.0,Yes,No,No,Yes
4741,03-11-2024,Rangamati Sadar,44,F,Vivo T3x 5G 8/128,16253.0,Yes,Yes,Yes,No
4742,03-11-2024,Outside Rangamati,39,F,Moto G85 5G 8/128,26091.0,No,No,No,Yes
4743,03-11-2024,Outside Rangamati,20,F,Vivo T3x 5G 8/128,24526.0,No,Yes,Yes,No
4744,03-11-2024,Rangamati Sadar,41,F,iQOO Z7 5G 6/128,17042.0,Yes,No,No,Yes
4745,03-11-2024,Inside Rangamati,36,M,Vivo T3x 5G 8/128,26482.0,No,Yes,Yes,No
4746,03-11-2024,Outside Rangamati,46,M,iQOO Neo 9 Pro 5G 12/256,18566.0,Yes,No,No,No
4747,03-11-2024,Inside Rangamati,44,F,iQOO Neo 9 Pro 5G 12/256,13564.0,No,Yes,No,Yes
4748,03-11-2024,Outside Rangamati,28,M,Narzo N53 4/64,24012.0,No,Yes,No,No
4749,03-11-2024,Inside Rangamati,19,M,iPhone 16 Pro Max 1TB,23430.0,Yes,No,No,Yes
4750,03-11-2024,Outside Rangamati,37,M,Galaxy A55 5G 8/128,39887.0,Yes,Yes,No,No
4751,03-11-2024,Outside Rangamati,41,F,Pixel 8 Pro 12/256,20832.0,Yes,No,Yes,Yes
4752,03-11-2024,Rangamati Sadar,44,M,Pixel 7a 8/128,15137.0,No,No,No,No
4753,03-11-2024,Outside Rangamati,20,M,Note 14 Pro 5G 8/256,36939.0,Yes,No,No,Yes
4754,03-11-2024,Outside Rangamati,27,F,Pixel 7a 8/128,20798.0,Yes,Yes,No,Yes
